name,movieId
DavidButler,91286
Harry O. Hoyt,4277
Rupert Julian,25755
 Lon Chaney,25755
 Ernst Laemmle,25755
 EdwardSedgwick,25755
 CharlesBrabin,6986
 Christy Cabanne,6986
 J.J. Cohn,6986
 Rex Ingram,6986
AlbertParker,7309
HerbertBrenon,121618
Alfred Hitchcock,2177
Alfred Hitchcock,2178
Alfred Hitchcock,904
Alfred Hitchcock,1086
Alfred Hitchcock,2182
Alfred Hitchcock,903
Alfred Hitchcock,933
Alfred Hitchcock,2184
Alfred Hitchcock,2183
Alfred Hitchcock,930
Alfred Hitchcock,2201
Alfred Hitchcock,2202
Alfred Hitchcock,931
Alfred Hitchcock,2187
Alfred Hitchcock,2186
Alfred Hitchcock,2176
Alfred Hitchcock,2200
Alfred Hitchcock,2180
Alfred Hitchcock,1219
Alfred Hitchcock,908
Alfred Hitchcock,2181
Alfred Hitchcock,1333
Alfred Hitchcock,2210
Alfred Hitchcock,2212
Alfred Hitchcock,965
Alfred Hitchcock,2207
Alfred Hitchcock,2208
Alfred Hitchcock,2206
Alfred Hitchcock,2205
Alfred Hitchcock,929
Alfred Hitchcock,928
Alfred Hitchcock,2203
Alfred Hitchcock,2204
Alfred Hitchcock,2227
Alfred Hitchcock,2214
Alfred Hitchcock,2215
Alfred Hitchcock,2219
Alfred Hitchcock,2221
VictorSjöström,957
George Fitzmaurice,3492
Walter Ruttmann,7914
James W. Horne,8275
ClydeBruckman,3022
Ted Wilde,8423
 J.A. Howe,8423
 Harold Lloyd,8423
 LewisMilestone,8423
Abel Gance,58649
William A. Wellman,8524
William A. Wellman,8257
William A. Wellman,25839
William A. Wellman,3217
William A. Wellman,1925
William A. Wellman,7056
 Harry d'Abbadie d'Arrast,1925
Georg WilhelmPabst,25763
Georg WilhelmPabst,32280
EdwardSedgwick,25764
EdwardSedgwick,123663
Carl Theodor Dreyer,6981
Carl Theodor Dreyer,25898
Carl Theodor Dreyer,6985
Charles Reisner,32882
Charles Reisner,25769
Ub Iwerks,2102
 Walt Disney,2102
HarryBeaumont,1926
Dziga Vertov,6433
Robert Florey,33312
 JosephSantley,33312
Allan Dwan,5099
Allan Dwan,98441
Allan Dwan,59846
LuisBuñuel,4928
LuisBuñuel,6666
LuisBuñuel,26318
LuisBuñuel,52528
LuisBuñuel,41336
LuisBuñuel,820
LuisBuñuel,154
LuisBuñuel,49394
LuisBuñuel,8239
LuisBuñuel,4399
LuisBuñuel,8620
LuisBuñuel,25774
LuisBuñuel,25771
LewisMilestone,3965
LewisMilestone,966
LewisMilestone,4954
LewisMilestone,2669
LewisMilestone,26085
LewisMilestone,4178
LewisMilestone,2904
LewisMilestone,1927
Victor Heerman,7706
Josef vonSternberg,4970
Mervyn LeRoy,2967
Mervyn LeRoy,3604
Mervyn LeRoy,32844
Mervyn LeRoy,8465
Mervyn LeRoy,25886
Mervyn LeRoy,8044
Mervyn LeRoy,25773
Wesley Ruggles,7081
Wesley Ruggles,1928
TodBrowning,8507
TodBrowning,2644
James Whale,1340
James Whale,3932
James Whale,2648
MarioPeixoto,72683
Roy Del Ruth,8187
Roy Del Ruth,8228
Norman Z.McLeod,7826
Norman Z.McLeod,5230
Norman Z.McLeod,25842
Norman Z.McLeod,80748
Norman Z.McLeod,7091
Norman Z.McLeod,25777
René Clair,4969
René Clair,5560
FrankBorzage,976
Edmund Goulding,8208
Edmund Goulding,25929
Edmund Goulding,7061
Edmund Goulding,1929
Karl Freund,2633
Victor Fleming,920
Victor Fleming,919
Victor Fleming,7208
Victor Fleming,53038
Howard Hawks,4356
Howard Hawks,7215
Howard Hawks,1284
Howard Hawks,7070
Howard Hawks,7212
Howard Hawks,3487
Howard Hawks,4329
Howard Hawks,6522
Howard Hawks,4704
Howard Hawks,32160
Howard Hawks,2847
Howard Hawks,955
Howard Hawks,25868
Howard Hawks,31116
Howard Hawks,951
Howard Hawks,25788
 Richard Rosson,25788
Ernst Lubitsch,936
Ernst Lubitsch,3097
Ernst Lubitsch,946
Ernst Lubitsch,25891
Ernst Lubitsch,3739
Yasujirô Ozu,6643
Yasujirô Ozu,8785
Yasujirô Ozu,42217
Yasujirô Ozu,60990
Yasujirô Ozu,25792
Victor Halperin,7881
George Cukor,25996
George Cukor,6355
George Cukor,6603
George Cukor,906
George Cukor,7705
George Cukor,7121
George Cukor,3341
George Cukor,914
George Cukor,52913
George Cukor,927
George Cukor,25850
George Cukor,898
George Cukor,25795
George Cukor,4921
LeoMcCarey,932
LeoMcCarey,7702
LeoMcCarey,1937
LeoMcCarey,6254
LeoMcCarey,1256
LloydBacon,7080
Merian C. Cooper,2366
 ErnestB.Schoedsack,2366
Alexander Korda,48301
RoubenMamoulian,6390
RoubenMamoulian,164977
RoubenMamoulian,941
RoubenMamoulian,8256
LowellSherman,25801
Colbert Clark,71102
 ArmandSchaefer,71102
Harry L. Fraser,70121
Jean Vigo,25805
GusMeins,3086
 Charley Rogers,3086
Harry Lachman,98458
Edgar G. Ulmer,3966
Edgar G. Ulmer,25807
MarkSandrich,1066
MarkSandrich,907
MarkSandrich,7050
MarkSandrich,945
MarkSandrich,3061
Frank Capra,953
Frank Capra,4804
Frank Capra,25827
Frank Capra,944
Frank Capra,905
Frank Capra,954
Frank Capra,1934
Frank Capra,973
Frank Capra,1269
HamiltonMacFadden,99270
Cedric Gibbons,39779
 Jack Conway,39779
 Jack Conway,3217
 James C.McKay,39779
W.S. Van Dyke,950
W.S. Van Dyke,7834
W.S. Van Dyke,7831
W.S. Van Dyke,7833
Leni Riefenstahl,4278
Michael Curtiz,3675
Michael Curtiz,3605
Michael Curtiz,32469
Michael Curtiz,66686
Michael Curtiz,7058
Michael Curtiz,2612
Michael Curtiz,6446
Michael Curtiz,8167
Michael Curtiz,940
Michael Curtiz,8600
Michael Curtiz,3122
Michael Curtiz,6856
Michael Curtiz,77435
Michael Curtiz,912
Irving Cummings,87598
Irving Cummings,99089
Irving Cummings,87383
Irving Cummings,98611
Irving Cummings,98803
Frank Lloyd,1931
Sam Wood,8542
Sam Wood,7132
Sam Wood,7311
Sam Wood,3870
Sam Wood,897
Sam Wood,8422
Sam Wood,5644
 Edmund Goulding,7132
JohnS. Robertson,99085
William A.Seiter,99273
William A.Seiter,5098
William A.Seiter,99276
William A.Seiter,34002
William Wyler,55895
William Wyler,916
William Wyler,3368
William Wyler,4046
William Wyler,1939
William Wyler,25971
William Wyler,8459
William Wyler,8033
William Wyler,4912
William Wyler,5963
William Wyler,1287
William Wyler,4999
William Wyler,25856
William Wyler,7078
William Wyler,4801
William Wyler,25865
William Wyler,1936
Robert Z. Leonard,1932
Robert Z. Leonard,7579
Jack Conway,25826
John Cromwell,6047
John Cromwell,33760
John Cromwell,961
John Cromwell,6513
Gregory La Cava,947
Gregory La Cava,25841
ArchieMayo,960
ArchieMayo,25828
GeorgeStevens,3871
GeorgeStevens,948
GeorgeStevens,3475
GeorgeStevens,4189
GeorgeStevens,7303
GeorgeStevens,1067
GeorgeStevens,7055
GeorgeStevens,7840
GeorgeStevens,956
GeorgeStevens,7584
GeorgeStevens,6228
Louis J. Gasnier,7222
Sidney Franklin,3447
 Victor Fleming,3447
 GustavMachatý,3447
Sam Wood,3447
Sam Wood,920
Jean Renoir,3134
Jean Renoir,6783
Henry King,3414
Henry King,3207
Henry King,26010
Henry King,4338
Henry King,36553
Henry King,6477
RobertStevenson,2095
RobertStevenson,1011
RobertStevenson,1031
RobertStevenson,1012
RobertStevenson,6983
RobertStevenson,1018
RobertStevenson,1010
RobertStevenson,2035
RobertStevenson,2047
RobertStevenson,2015
RobertStevenson,2079
RobertStevenson,2043
RobertStevenson,1028
RobertStevenson,2098
RobertStevenson,2056
RobertStevenson,4800
William Dieterle,1933
William Dieterle,7079
Garson Kanin,8712
Julien Duvivier,6035
William Cottrell,594
 David Hand,594
 David Hand,2018
 Wilfred Jackson,2080
 Wilfred Jackson,2087
 Wilfred Jackson,1032
 Wilfred Jackson,1022
 Wilfred Jackson,594
 Wilfred Jackson,1029
 Wilfred Jackson,1282
 Wilfred Jackson,596
 LarryMorey,594
PercePearce,594
BenSharpsteen,594
BenSharpsteen,1029
BenSharpsteen,1282
BenSharpsteen,596
King Vidor,9012
King Vidor,3792
King Vidor,32349
John Ford,3035
John Ford,1226
John Ford,7822
John Ford,3365
John Ford,7210
John Ford,25916
John Ford,5826
John Ford,5440
John Ford,4401
John Ford,4406
John Ford,8661
John Ford,7072
John Ford,60343
John Ford,1935
John Ford,3095
 William Keighley,940
Edwin L.Marin,1099
Anthony Asquith,5470
Anthony Asquith,7086
 Leslie Howard,7086
EdwardBuzzell,7835
EdwardBuzzell,34018
EdwardBuzzell,37211
GeorgeMarshall,3349
GeorgeMarshall,25920
GeorgeMarshall,6412
Thorold Dickinson,25852
 George Cukor,920
 George Cukor,919
Sidney Franklin,3792
Sidney Franklin,7311
Dave Fleischer,2899
Sidney Lanfield,8404
Walter Lang,4360
Walter Lang,2565
Walter Lang,6970
Walter Lang,8460
Walter Lang,7395
Walter Lang,917
 William A.Seiter,917
Rowland V. Lee,2649
 Walter Lang,99276
Richard Thorpe,7832
Richard Thorpe,115139
Richard Thorpe,59180
BusbyBerkeley,8263
BusbyBerkeley,962
Mervyn LeRoy,3035
Mervyn LeRoy,32174
Mervyn LeRoy,919
 Norman Taurog,919
 King Vidor,919
Norman Ferguson,1024
Norman Ferguson,1282
Norman Ferguson,596
 James Algar,1282
Samuel Armstrong,1282
Samuel Armstrong,2018
 FordBeebe Jr.,1282
 Jim Handley,1282
 T. Hee,1282
 T. Hee,596
 Hamilton Luske,2080
 Hamilton Luske,2087
 Hamilton Luske,3775
 Hamilton Luske,1032
 Hamilton Luske,1022
 Hamilton Luske,1026
 Hamilton Luske,2085
 Hamilton Luske,1282
 Hamilton Luske,596
 Hamilton Luske,3611
Bill Roberts,1024
Bill Roberts,1029
Bill Roberts,1282
Bill Roberts,596
Bill Roberts,3611
Bill Roberts,2018
PaulSatterfield,1282
PaulSatterfield,2018
Christy Cabanne,2637
 Jack Kinney,2087
 Jack Kinney,3775
 Jack Kinney,1024
 Jack Kinney,3964
 Jack Kinney,1029
 Jack Kinney,596
 Jack Kinney,3611
VictorSchertzinger,5234
VictorSchertzinger,5232
Orson Welles,2848
Orson Welles,1248
Orson Welles,25927
Orson Welles,25940
Orson Welles,6460
Orson Welles,923
Orson Welles,5177
Samuel Armstrong,1029
 Norman Ferguson,1029
 John Elliotte,1029
MichaelPowell,8338
MichaelPowell,4194
MichaelPowell,2488
MichaelPowell,42681
MichaelPowell,5825
PrestonSturges,38384
PrestonSturges,25947
PrestonSturges,2935
PrestonSturges,2936
PrestonSturges,2937
John Huston,4098
John Huston,3685
John Huston,7947
John Huston,1303
John Huston,5986
John Huston,4039
John Huston,5915
John Huston,7948
John Huston,970
John Huston,6450
John Huston,969
John Huston,1254
John Huston,3334
John Huston,3364
John Huston,7944
John Huston,7946
John Huston,4428
John Huston,6461
John Huston,913
John Huston,7583
William Keighley,8331
George Waggner,2654
Alfred L. Werker,1152
Alfred L. Werker,71525
James Algar,3159
James Algar,3964
James Algar,2018
 Graham Heid,2018
 Norman Wright,2018
Jacques Tourneur,82313
Jacques Tourneur,2066
Jacques Tourneur,7883
Jacques Tourneur,7713
DavidMiller,6830
DavidMiller,3737
DavidMiller,3628
Erle C. Kenton,2647
Erle C. Kenton,2650
Stuart Heisler,45179
VincentSherman,25906
VincentSherman,25882
Zoltan Korda,5001
Zoltan Korda,6743
 Fred Fleck,5177
 Robert Wise,25900
 Robert Wise,1947
 Robert Wise,5177
Billy Wilder,7093
Billy Wilder,915
Billy Wilder,3196
Billy Wilder,937
Billy Wilder,5008
Billy Wilder,26025
Billy Wilder,4359
Billy Wilder,3435
Billy Wilder,1938
Billy Wilder,3736
Billy Wilder,922
Billy Wilder,4186
Billy Wilder,6579
Billy Wilder,909
Billy Wilder,910
Billy Wilder,3076
Billy Wilder,8336
Harold Young,2638
Irving Rapper,8009
Irving Rapper,4920
JamesMangold,79185
JamesMangold,103772
JamesMangold,6323
JamesMangold,40819
JamesMangold,54997
JamesMangold,3186
JamesMangold,1589
JamesMangold,764
JamesMangold,4992
Frank Tuttle,8765
VincenteMinnelli,96792
VincenteMinnelli,935
VincenteMinnelli,8008
VincenteMinnelli,938
VincenteMinnelli,939
VincenteMinnelli,8583
VincenteMinnelli,918
VincenteMinnelli,900
VincenteMinnelli,5114
VincenteMinnelli,934
VincenteMinnelli,32381
VincenteMinnelli,6432
VincenteMinnelli,47493
BusbyBerkeley,47493
Delmer Daves,5300
Delmer Daves,7217
Delmer Daves,7131
Delmer Daves,6562
Delmer Daves,8700
Roy William Neill,8766
Roy William Neill,2651
LewisSeiler,4923
FredM. Wilcox,1301
FredM. Wilcox,8612
 EmericPressburger,8338
 EmericPressburger,4194
 EmericPressburger,5825
Arthur Lubin,5651
Arthur Lubin,3936
Wilfred Jackson,2099
Wilfred Jackson,3611
Mark Robson,2535
Mark Robson,7357
Mark Robson,6630
Mark Robson,6064
Mark Robson,8003
Mark Robson,4339
Mark Robson,6646
Mark Robson,6449
Mark Robson,45679
RobertSiodmak,3849
RobertSiodmak,7943
RobertSiodmak,3417
RobertSiodmak,8768
RobertSiodmak,69559
RobertSiodmak,2653
Andrew L.Stone,128235
Gunther von Fritsch,25900
Edward Ludwig,3643
Edward Ludwig,6276
Laurence Olivier,7697
Laurence Olivier,25901
Laurence Olivier,1941
OttoPreminger,3678
OttoPreminger,5085
OttoPreminger,3801
OttoPreminger,942
OttoPreminger,59832
OttoPreminger,31737
OttoPreminger,5799
Leslie Goodwins,2635
Reginald LeBorg,2636
Edward Dmytryk,8337
Edward Dmytryk,1068
Edward Dmytryk,1069
ClarenceBrown,5601
ClarenceBrown,7059
Lewis Allen,8410
Lewis Allen,33587
GeorgeSidney,6527
GeorgeSidney,6358
GeorgeSidney,3199
GeorgeSidney,5375
GeorgeSidney,3599
GeorgeSidney,8502
GeorgeSidney,43635
Robert Wise,1331
Robert Wise,6303
Robert Wise,1371
Robert Wise,8462
Robert Wise,5384
Robert Wise,2670
Robert Wise,8403
Robert Wise,1337
Robert Wise,1253
Robert Wise,8752
Robert Wise,4337
Robert Wise,1035
Robert Wise,7180
Robert Wise,2550
David Lean,7087
David Lean,7111
David Lean,31374
David Lean,7585
David Lean,1250
David Lean,2927
David Lean,47714
David Lean,8341
David Lean,2067
David Lean,1204
 Fred Zinnemann,1085
 Fred Zinnemann,8583
Marcel Carné,2920
JohnM.Stahl,8584
Albert Lewin,8482
Albert Lewin,3657
Hal Walker,5233
Hal Walker,6739
S.SylvanSimon,61634
Charles Vidor,2940
Charles Vidor,80346
Charles Vidor,4188
 RobertMontgomery,25916
 Clyde Geronimi,3775
 Clyde Geronimi,1024
 Clyde Geronimi,3964
 Harold Young,1024
Jean Cocteau,7064
 René Clément,7064
 OttoBrower,3792
 William Dieterle,3792
 William CameronMenzies,3792
 David O.Selznick,3792
 Josef vonSternberg,3792
Sidney Gilliat,47728
Robert Cormack,3775
 JoshuaMeador,3775
Roberto Rossellini,5304
Roberto Rossellini,68872
Roberto Rossellini,31973
Roberto Rossellini,44073
Tay Garnett,7728
 Harve Foster,2099
James Edward Grant,964
Irving Reis,8695
Henry Koster,6260
Henry Koster,4184
Henry Koster,3088
Henry Koster,963
Robert Rossen,5289
Robert Rossen,1942
Robert Rossen,3468
Robert Rossen,8857
H.C.Potter,8611
H.C.Potter,8711
Elia Kazan,1945
Elia Kazan,949
Elia Kazan,8194
Elia Kazan,3038
Elia Kazan,1940
Elia Kazan,32369
Elia Kazan,1104
Elia Kazan,3330
Elia Kazan,70188
Elia Kazan,51773
Joseph L.Mankiewicz,5120
Joseph L.Mankiewicz,3549
Joseph L.Mankiewicz,4420
Joseph L.Mankiewicz,943
Joseph L.Mankiewicz,52378
Joseph L.Mankiewicz,7211
Joseph L.Mankiewicz,926
Joseph L.Mankiewicz,25952
Joseph L.Mankiewicz,3872
Joseph L.Mankiewicz,4274
Henry Hathaway,3494
Henry Hathaway,8654
Henry Hathaway,2939
Henry Hathaway,32371
Henry Hathaway,41585
Henry Hathaway,6386
Henry Hathaway,4411
DouglasSirk,25993
DouglasSirk,4433
DouglasSirk,8672
DouglasSirk,3656
DouglasSirk,6031
GeorgeSeaton,2520
GeorgeSeaton,8920
GeorgeSeaton,2398
Elliott Nugent,5167
Carol Reed,25930
Carol Reed,46664
Carol Reed,1212
Carol Reed,32139
Carol Reed,1951
CurtisBernhardt,8420
Henri-Georges Clouzot,7700
Henri-Georges Clouzot,7116
Henri-Georges Clouzot,6467
AnthonyMann,6426
AnthonyMann,6237
AnthonyMann,8657
AnthonyMann,3380
AnthonyMann,1154
AnthonyMann,6429
AnthonyMann,1153
CharlesBarton,3928
CharlesBarton,7407
CharlesBarton,1016
John Farrow,8767
Charles Walters,6357
Charles Walters,25937
Charles Walters,25965
Charles Walters,3963
Charles Walters,8487
AbrahamPolonsky,746
 AnthonyMann,1152
Jean Negulesco,84098
Jean Negulesco,4357
Jean Negulesco,3404
Jean Negulesco,8463
Jean Negulesco,34608
Vittorio DeSica,4424
Vittorio DeSica,6611
Vittorio DeSica,3089
Max Ophüls,8143
Max Ophüls,32525
Max Ophüls,25941
 Arthur Rosson,7070
Anatole Litvak,6516
Anatole Litvak,5434
Anatole Litvak,8718
Anatole Litvak,53737
Nicholas Ray,8618
Nicholas Ray,1103
Nicholas Ray,6273
Nicholas Ray,47092
Nicholas Ray,25945
Nicholas Ray,6225
Akira Kurosawa,1217
Akira Kurosawa,3470
Akira Kurosawa,3091
Akira Kurosawa,2019
Akira Kurosawa,7766
Akira Kurosawa,7925
Akira Kurosawa,5291
Akira Kurosawa,6669
Akira Kurosawa,7919
Akira Kurosawa,7924
Akira Kurosawa,5498
Akira Kurosawa,3030
Akira Kurosawa,7926
Akira Kurosawa,2905
Robert Hamer,6650
Robert Hamer,7818
ErnestB.Schoedsack,2430
Stanley Donen,2259
Stanley Donen,6785
Stanley Donen,899
Stanley Donen,4798
Stanley Donen,901
Stanley Donen,5168
Stanley Donen,3606
Stanley Donen,7708
Stanley Donen,26178
Stanley Donen,4796
Stanley Donen,911
 Gene Kelly,899
 Gene Kelly,3606
Harold D.Schuster,1026
Clyde Geronimi,2080
Clyde Geronimi,2087
Clyde Geronimi,1032
Clyde Geronimi,1022
Clyde Geronimi,2085
Clyde Geronimi,2096
RudolphMaté,7223
Joseph H. Lewis,3292
Joseph H. Lewis,8751
VictorSaville,755
ComptonBennett,25962
 AndrewMarton,25962
 AndrewMarton,3062
Fred Zinnemann,32234
Fred Zinnemann,8207
Fred Zinnemann,7614
Fred Zinnemann,1944
Fred Zinnemann,7196
Fred Zinnemann,33917
Fred Zinnemann,1283
Fred Zinnemann,1949
Jules Dassin,4298
Jules Dassin,31770
Kurt Neumann,3934
Kurt Neumann,2454
Kurt Neumann,3780
Byron Haskin,2662
Byron Haskin,6405
Charles Lamont,4767
Charles Lamont,31156
Bretaigne Windust,7195
 Raoul Walsh,7195
JohnBerry,87218
René Clément,6982
René Clément,659
 Ida Lupino,47092
Federico Fellini,6415
Federico Fellini,26574
Federico Fellini,2897
Federico Fellini,7089
Federico Fellini,4282
Federico Fellini,129191
Federico Fellini,7234
Federico Fellini,8848
Federico Fellini,2351
Federico Fellini,6404
Federico Fellini,7067
Federico Fellini,775
Federico Fellini,8154
Federico Fellini,1251
Brian Desmond Hurst,8492
LeeSholem,89881
Christian Nyby,2660
 Howard Hawks,2660
Felix E. Feist,3314
CecilB. DeMille,7386
CecilB. DeMille,1943
Phil Karlson,56015
Charles Crichton,1079
Charles Crichton,5603
AlexanderMackendrick,5602
AlexanderMackendrick,4432
AlexanderMackendrick,5604
Richard Fleischer,2373
Richard Fleischer,2009
Richard Fleischer,3066
Richard Fleischer,1323
Richard Fleischer,5040
Richard Fleischer,5193
Richard Fleischer,1019
Richard Fleischer,30712
Richard Fleischer,3927
Richard Fleischer,8882
Richard Fleischer,2135
Richard Fleischer,5227
Richard Fleischer,47287
 Roy WardBaker,3207
Roy Rowland,4294
Ida Lupino,31109
Ida Lupino,3121
Kenneth Anger,95115
Kenneth Anger,95113
Kenneth Anger,83829
Edward D. Wood Jr.,3340
Edward D. Wood Jr.,2362
Edward D. Wood Jr.,1924
André De Toth,6629
Jack Arnold,2661
Jack Arnold,3930
Jack Arnold,2656
Jack Arnold,6561
Samuel Fuller,6148
Samuel Fuller,4826
Samuel Fuller,7335
Samuel Fuller,8126
IngmarBergman,2131
IngmarBergman,7935
IngmarBergman,7577
IngmarBergman,4422
IngmarBergman,2068
IngmarBergman,7942
IngmarBergman,5147
IngmarBergman,1237
IngmarBergman,7941
IngmarBergman,7327
IngmarBergman,7936
IngmarBergman,7939
IngmarBergman,7820
IngmarBergman,7938
KenjiMizoguchi,8188
KenjiMizoguchi,8199
Jacques Tati,7209
Jacques Tati,7206
Jacques Tati,26171
Robert Aldrich,4220
Robert Aldrich,5795
Robert Aldrich,4426
Robert Aldrich,4319
Robert Aldrich,6448
Robert Aldrich,2944
Robert Aldrich,26116
Robert Aldrich,5057
Robert Aldrich,3546
Michael Anderson,4625
Michael Anderson,2528
Michael Anderson,49688
Michael Anderson,62049
Michael Anderson,952
John Ireland,69945
 EdwardSampson,69945
Ishirô Honda,2363
Ishirô Honda,26013
Ishirô Honda,5638
Ishirô Honda,86982
Ishirô Honda,86864
Ishirô Honda,32395
Ishirô Honda,2365
RichardBrooks,7095
RichardBrooks,5301
RichardBrooks,972
RichardBrooks,8451
RichardBrooks,971
RichardBrooks,6852
RichardBrooks,4190
RichardBrooks,8057
Hiroshi Inagaki,25995
Hiroshi Inagaki,26005
Hiroshi Inagaki,26012
Gordon Douglas,5079
Gordon Douglas,2287
Gordon Douglas,91582
JosephM. Newman,8447
LasloBenedek,25999
Frank Tashlin,78111
Frank Tashlin,3144
Frank Tashlin,8988
JohnSturges,3985
JohnSturges,8094
JohnSturges,1085
JohnSturges,6356
JohnSturges,4327
JohnSturges,1262
Valentine Davies,6231
Jean-PierreMelville,6920
Jean-PierreMelville,5333
Jean-PierreMelville,46855
Jean-PierreMelville,7587
Norman Foster,1008
JosephPevney,142192
Burt Lancaster,4324
Stanley Kubrick,2712
Stanley Kubrick,1222
Stanley Kubrick,2730
Stanley Kubrick,1206
Stanley Kubrick,1258
Stanley Kubrick,2727
Stanley Kubrick,1178
Stanley Kubrick,2726
Stanley Kubrick,924
Stanley Kubrick,2728
Stanley Kubrick,750
Stanley Kubrick,2729
Stanley Donen,96792
Stanley Donen,2874
Stanley Donen,8989
 Otto Lang,3414
DelbertMann,7190
DelbertMann,1946
DelbertMann,8385
DelbertMann,7082
 Joshua Logan,3035
Charles Laughton,7013
 RobertMitchum,7013
 TerrySanders,2930
 TerrySanders,7013
Alain Resnais,5202
Alain Resnais,26003
Alain Resnais,7068
Alain Resnais,8197
Satyajit Ray,668
Satyajit Ray,6918
Satyajit Ray,670
Joshua Logan,2941
Joshua Logan,982
Joshua Logan,4709
Joshua Logan,7714
Joshua Logan,63629
DanielMann,8921
DanielMann,8617
Jesse Hibbs,7787
Edvin Laine,26007
 John Farrow,952
Albert Lamorisse,47721
Kon Ichikawa,26009
Melvin Frank,7075
 NormanPanama,7075
Roger Vadim,3343
Roger Vadim,3845
Roger Vadim,674
JackPollexfen,8136
DonSiegel,4710
DonSiegel,6428
DonSiegel,4855
DonSiegel,8340
DonSiegel,2664
DonSiegel,3427
DonSiegel,26117
Gerd Oswald,5966
Joseph Anthony,47196
RobertBresson,8684
RobertBresson,26151
RobertBresson,26052
Sidney Lumet,44197
Sidney Lumet,55805
Sidney Lumet,1404
Sidney Lumet,2479
Sidney Lumet,6468
Sidney Lumet,463
Sidney Lumet,2749
Sidney Lumet,6180
Sidney Lumet,4593
Sidney Lumet,4537
Sidney Lumet,6234
Sidney Lumet,8879
Sidney Lumet,3362
Sidney Lumet,3504
Sidney Lumet,3735
Sidney Lumet,37785
Sidney Lumet,3068
Sidney Lumet,5938
Sidney Lumet,3734
Sidney Lumet,6316
Sidney Lumet,1203
Sidney Lumet,69908
Sidney Lumet,3789
Sidney Lumet,7560
Sidney Lumet,8650
Henry Levin,89408
Henry Levin,7207
Henry Levin,6239
Henry Levin,26093
Bert I. Gordon,6302
Bert I. Gordon,7245
Terence Fisher,5649
Terence Fisher,2652
Terence Fisher,3875
Terence Fisher,2634
Terence Fisher,5383
DickPowell,8675
Robert Altman,7165
Robert Altman,45028
Robert Altman,3953
Robert Altman,5013
Robert Altman,869
Robert Altman,1841
Robert Altman,2583
Robert Altman,2289
Robert Altman,535
Robert Altman,305
Robert Altman,77291
Robert Altman,8392
Robert Altman,30723
Robert Altman,8261
Robert Altman,2303
Robert Altman,2511
Robert Altman,26313
Robert Altman,5060
Robert Altman,3093
Robert Altman,48198
Robert Altman,5936
Robert Altman,2088
Robert Altman,26414
Robert Altman,3136
 George W. George,3136
Mikhail Kalatozov,5373
Mikhail Kalatozov,3245
Hal Kanter,6227
George Abbott,2874
George Abbott,8989
Val Guest,3659
Nunnally Johnson,7493
Nathan Juran,3153
Morton DaCosta,3548
Morton DaCosta,26084
Richard Quine,3516
Richard Quine,8745
IrvinS. Yeaworth Jr.,1334
 RussellS. Doughten Jr.,1334
Stanley Kramer,4998
Stanley Kramer,3451
Stanley Kramer,6777
Stanley Kramer,3469
Stanley Kramer,3379
Stanley Kramer,4799
William Castle,2519
William Castle,2856
William Castle,4792
William Castle,2781
MelvilleShavelson,5836
MelvilleShavelson,26198
AlbertBand,3962
AlbertBand,4948
Martin Ritt,6525
Martin Ritt,3501
Martin Ritt,3103
Martin Ritt,7334
Martin Ritt,41226
Martin Ritt,4292
Martin Ritt,6452
Martin Ritt,8772
