actor,movieId
 Sandy Nelson,110
 Sean Lawlor,110
 James Cosmo,110
Diahnne Abbott,111
 Gino Ardito,111
 Frank Adu,111
 Victor Argo,111
 Bill Tung,112
 Anita Mui,112
 Françoise Yip,112
Jackie Chan,112
 Julia Weldon,113
 Edward Furlong,113
 Liam Neeson,113
Meryl Streep,113
Helena Bonham Carter,114
 Craig Anthony Olejnik,114
 Clive Russell,114
 Kate Nelligan,114
 Glenn Close,116
 Janny Brandes-Brilslijper,116
Kenneth Branagh,116
 Rose De Liema,116
Tobias Arnold,117
 Roger Lloyd Pack,117
 Ruth Sheen,117
 Hugh O'Conor,117
Sarah Jessica Parker,118
 Eric Schaeffer,118
 Elle Macpherson,118
 Ben Stiller,118
Andy Garcia,119
 Rachel Ticotin,119
 Alan Arkin,119
 Joe Pantoliano,119
 Philip Dinn,121
 Brian Dooley,121
 Johnny Morina,121
Henry Czerny,121
Eddie Murphy,122
 Halle Berry,122
 Robin Givens,122
 David Alan Grier,122
 Tony Chiu Wai Leung,123
Brigitte Lin,123
 Takeshi Kaneshiro,123
 Faye Wong,123
Sergio Castellitto,124
 Franco Scaldati,124
 Tiziana Lodato,124
 Leopoldo Trieste,124
 Mary Tyler Moore,125
 Téa Leoni,125
 Patricia Arquette,125
Ben Stiller,125
 Jack Black,126
 Melody Kay,126
 Carole Finn,126
Jason James Richter,126
Josh Charles,129
 Christine Lahti,129
 Anne Heche,129
 John Goodman,129
 John Ventimiglia,130
 Anna Levine,130
 Charlotte Eve Blythe,130
Miranda Rhyne,130
 Niall Toibin,131
 Owen Roe,131
 Gabriel Byrne,131
Corban Walker,131
David Caruso,132
 Chazz Palminteri,132
 Linda Fiorentino,132
 Richard Crenna,132
 Lauren Holly,135
Kelsey Grammer,135
 Harry Dean Stanton,135
 Rob Schneider,135
Vivian Paxton,137
 Michael Ornstein,137
 Claudette Sutherland,137
 Cal Bartlett,137
Robert Redford,140
 Michelle Pfeiffer,140
 Stockard Channing,140
 Joe Mantegna,140
 Nathan Lane,141
 Dianne Wiest,141
Robin Williams,141
 Gene Hackman,141
Shari Albert,144
 Maxine Bahns,144
 Catharine Bolz,144
 Connie Britton,144
 Michael Taliferro,145
Lisa Boyle,145
 Martin Lawrence,145
 Will Smith,145
 Wang Fei,146
Stephen Lang,146
 Yi Ding,146
 Ryan Slater,146
 Marilyn Sokol,147
 Lorraine Bracco,147
Leonardo DiCaprio,147
 James Madio,147
 Alun Armstrong,148
Alan Rickman,148
 Georgina Cates,148
 Hugh Grant,148
Isabelle Huppert,149
 Martin Donovan,149
 Elina Löwensohn,149
 Damian Young,149
 Bill Paxton,150
 Kevin Bacon,150
Tom Hanks,150
 Gary Sinise,150
 Jessica Lange,151
 John Hurt,151
 Tim Roth,151
Liam Neeson,151
Lili Taylor,152
 Christopher Walken,152
 Annabella Sciorra,152
 Edie Falco,152
 Jim Carrey,153
 Tommy Lee Jones,153
Val Kilmer,153
 Nicole Kidman,153
Catherine Deneuve,154
 Jean Sorel,154
 Michel Piccoli,154
 Geneviève Page,154
 Frances McDormand,155
 U Aung Ko,155
Patricia Arquette,155
 Spalding Gray,155
 Mel Gorham,156
 Michael J. Fox,156
 Roseanne Barr,156
Lou Reed,156
John Candy,157
 Alan Alda,157
 Rhea Perlman,157
 Kevin Pollak,157
 Cathy Moriarty,158
Chauncey Leopardi,158
 Malachi Pearson,158
 Spencer Vrooman,158
 Delroy Lindo,159
 John Turturro,159
Harvey Keitel,159
 Mekhi Phifer,159
 Dylan Walsh,160
 Ernie Hudson,160
 Tim Curry,160
Laura Linney,160
 Gene Hackman,161
 Matt Craven,161
 George Dzundza,161
Denzel Washington,161
 Aline Kominsky,162
Robert Crumb,162
 Maxon Crumb,162
 Charles Crumb,162
 Cheech Marin,163
 Joaquim de Almeida,163
 Salma Hayek,163
Antonio Banderas,163
Denzel Washington,164
 Jennifer Beals,164
 Tom Sizemore,164
 Don Cheadle,164
Bruce Willis,165
 Samuel L. Jackson,165
 Jeremy Irons,165
 Graham Greene,165
 Rose McGowan,166
 Johnathon Schaech,166
 Cress Williams,166
James Duval,166
Embeth Davidtz,167
 James Purefoy,167
 Tom Bell,167
 Gemma Jones,167
 Julia Ormond,168
 Richard Gere,168
 Ben Cross,168
Sean Connery,168
 Francis Capra,169
 Mary Kate Schellhardt,169
 August Schellenberg,169
Jason James Richter,169
Jonny Lee Miller,170
 Matthew Lillard,170
 Jesse Bradford,170
 Angelina Jolie,170
 Tom Cayler,171
 Peter Jacobson,171
 David Thornton,171
Steven Weber,171
 Ice-T,172
 Dina Meyer,172
 Takeshi Kitano,172
Keanu Reeves,172
 Jürgen Prochnow,173
 Rob Schneider,173
 Armand Assante,173
Sylvester Stallone,173
Pauly Shore,174
 Brian Doyle-Murray,174
 Stanley Tucci,174
 Tia Carrere,174
Leo Fitzpatrick,175
 Joseph Chan,175
 Sarah Henderson,175
 Justin Pierce,175
 Danielle von Zerneck,176
 Dermot Mulroney,176
 Catherine Keener,176
Steve Buscemi,176
 Sheila Tousey,177
 Joseph Latimore,177
 Kevin J. O'Connor,177
Scott Bakula,177
Thomas Gibson,178
 Ruth Marshall,178
 Cameron Bancroft,178
 Mia Kirshner,178
Chris O'Donnell,179
 Richard Chaim,179
 Drew Barrymore,179
 Matthew Lillard,179
 Jason Lee,180
 Jeremy London,180
 Claire Forlani,180
Shannen Doherty,180
Karan Ashley,181
 Johnny Yong Bosch,181
 Steve Cardenas,181
 Jason David Frank,181
 Fay Ripley,183
 Evan Richards,183
 Oleg Yankovskiy,183
Marina Zudina,183
 Nic Ratner,184
 Karl Geary,184
 Peter Fonda,184
Elina Löwensohn,184
 Diane Baker,185
 Jeremy Northam,185
 Dennis Miller,185
Sandra Bullock,185
 Joan Cusack,186
 Tom Arnold,186
 Julianne Moore,186
Hugh Grant,186
 Guillermo Díaz,187
 Anthony DeSando,187
 Donna Mitchell,187
Parker Posey,187
Christopher Walken,188
 Eric Stoltz,188
 Virginia Madsen,188
 Elias Koteas,188
 Juana Barrios,189
 Tony Goldwyn,189
 Mike Heibeck,189
Mia Farrow,189
 Julie Burgess,190
 Dean Norris,190
 Xander Berkeley,190
Julianne Moore,190
 Lisa Andoh,191
 Robert Duvall,191
 Gary Oldman,191
Demi Moore,191
 Glenn Plummer,193
 Kyle MacLachlan,193
 Gina Gershon,193
Elizabeth Berkley,193
Giancarlo Esposito,194
 Stephen Gevedon,194
 José Zúñiga,194
 Harvey Keitel,194
Julia Roberts,195
 Robert Duvall,195
 Dennis Quaid,195
 Gena Rowlands,195
 Alfred Molina,196
 Michael Madsen,196
 Forest Whitaker,196
Ben Kingsley,196
Ralph Fiennes,198
 Angela Bassett,198
 Juliette Lewis,198
 Tom Sizemore,198
Catherine Deneuve,199
 Marc Michel,199
 Anne Vernon,199
 Nino Castelnuovo,199
 Vincent Spano,200
 Keith Carradine,200
 Moira Kelly,200
Daryl Hannah,200
Patrick Swayze,201
 Seth Mumy,201
 Mary Elizabeth Mastrantonio,201
 Joseph Mazzello,201
 Dominique Blanc,202
 David Thewlis,202
 Romane Bohringer,202
Leonardo DiCaprio,202
 Stockard Channing,203
 Patrick Swayze,203
 John Leguizamo,203
Wesley Snipes,203
 Eric Bogosian,204
 Everett McGill,204
 Katherine Heigl,204
Steven Seagal,204
Andie MacDowell,205
 Michael Richards,205
 John Turturro,205
 Maury Chaykin,205
 Robert Best,206
 Sandra Bernhard,206
 Natane Boudreau,206
Roseanne Barr,206
Keanu Reeves,207
 Giancarlo Giannini,207
 Anthony Quinn,207
 Aitana Sánchez-Gijón,207
Kevin Costner,208
 R.D. Call,208
 Rick Aviles,208
 Chaim Jeraffi,208
John Travolta,209
 Harry Belafonte,209
 Kelly Lynch,209
 Margaret Avery,209
 Greta Scacchi,211
Albert Finney,211
 Julian Sands,211
 Matthew Modine,211
 Nikita Mikhalkov,213
 Ingeborga Dapkunaite,213
 Nadezhda Mikhalkova,213
Oleg Menshikov,213
 Labina Mitevska,214
 Grégoire Colin,214
 Rade Serbedzija,214
Katrin Cartlidge,214
 Andrea Eckert,215
 Julie Delpy,215
Ethan Hawke,215
 Hanno Pöschl,215
 Darren McGavin,216
 Bridgette Wilson-Sampras,216
Adam Sandler,216
 Bradley Whitford,216
Alicia Silverstone,217
 J.T. Walsh,217
 Jeremy London,217
 Lee Garlington,217
Whoopi Goldberg,218
 Drew Barrymore,218
 Mary-Louise Parker,218
 Matthew McConaughey,218
 Delphine French,219
 Aeryk Egan,219
 Mona Powell,219
Brad Renfro,219
Jeffrey Combs,220
 Jonathan Fuller,220
 Barbara Crampton,220
 Jessica Dollarhide,220
 Saffron Burrows,222
 Minnie Driver,222
 Geraldine O'Rawe,222
Chris O'Donnell,222
Brian O'Halloran,223
 Jeff Anderson,223
 Marilyn Ghigliotti,223
 Lisa Spoonauer,223
Marlon Brando,224
 Faye Dunaway,224
 Johnny Depp,224
 Géraldine Pailhas,224
Michael Douglas,225
 Demi Moore,225
 Donald Sutherland,225
 Caroline Goodall,225
Wesley Snipes,227
 Gary Busey,227
 Michael Jeter,227
 Yancy Butler,227
 James Le Gros,228
 Nancy Travis,228
 Quentin Tarantino,228
Dylan McDermott,228
Sigourney Weaver,229
 Ben Kingsley,229
 Stuart Wilson,229
 Krystia Mova,229
 Judy Parfitt,230
 Christopher Plummer,230
Kathy Bates,230
 Jennifer Jason Leigh,230
 Jeff Daniels,231
Jim Carrey,231
 Mike Starr,231
 Lauren Holly,231
 Yu-Wen Wang,232
 Chien-Lien Wu,232
Sihung Lung,232
 Kuei-Mei Yang,232
David Hemblen,233
 Calvin Green,233
 Don McKellar,233
 Peter Krantz,233
 Rosie O'Donnell,234
 Dan Aykroyd,234
Dana Delany,234
 Paul Mercurio,234
 Martin Landau,235
Johnny Depp,235
 Patricia Arquette,235
 Sarah Jessica Parker,235
Meg Ryan,236
 Jean Reno,236
 Timothy Hutton,236
 Kevin Kline,236
 Joe Mantegna,237
 Debra Winger,237
 Cynthia Stevenson,237
Billy Crystal,237
 Tom Bower,238
 Bruce Davison,238
 Jesse Bradford,238
Mimi Rogers,238
Bill Farmer,239
 Kellie Martin,239
 Jason Marsden,239
 Jim Cummings,239
Jeff Goldblum,240
 Alicia Silverstone,240
 Christine Lahti,240
 Jeremy Sisto,240
Samuel L. Jackson,241
 Nancy Travis,241
 Matthew Modine,241
 Eric Stoltz,241
Stefano Dionisi,242
 Enrico Lo Verso,242
 Jeroen Krabbé,242
 Elsa Zylberstein,242
Doug Stone,243
 Deborah Hobart,243
 Kristy Young,243
 James Donadio,243
Dal McKennon,244
 Manny La Carruba,244
 Gloria Clokey,244
 Art Clokey,244
 Monty Bane,245
 Thomas Babson,245
 Richard Anderson,245
Erich Anderson,245
 Curtis Gates,246
 Emma Gates,246
 Arthur Agee,246
William Gates,246
 Sarah Peirse,247
 Diana Kent,247
Melanie Lynskey,247
 Kate Winslet,247
 Phil Hartman,248
Sinbad,248
 Kim Murphy,248
 Kim Greist,248
 Jeroen Krabbé,249
Gary Oldman,249
 Johanna ter Steege,249
 Isabella Rossellini,249
David Goldman,250
 Joseph Wayne Miller,250
 Allen Covert,250
 Cody Burger,250
 Yoshio Harada,251
 John Lone,251
 Joan Chen,251
Christopher Lambert,251
Tim Robbins,252
 Meg Ryan,252
 Walter Matthau,252
 Lou Jacobi,252
Brad Pitt,253
 Christian Slater,253
 Virginia McCollam,253
 John McConnell,253
 Estelle Eonnet,254
 Gwyneth Paltrow,254
 Thandie Newton,254
Nick Nolte,254
 William Hickey,255
 Alan Arkin,255
 Kamal Ahmed,255
John G. Brennan,255
Arnold Schwarzenegger,256
 Danny DeVito,256
 Emma Thompson,256
 Frank Langella,256
Sean Connery,257
 Blair Underwood,257
 Kate Capshaw,257
 Laurence Fishburne,257
Thomas Ian Nicholas,258
 Paloma Baeza,258
 Joss Ackland,258
 Art Malik,258
David Caruso,259
 Helen Hunt,259
 Samuel L. Jackson,259
 Nicolas Cage,259
Mark Hamill,260
 Peter Cushing,260
 Harrison Ford,260
 Carrie Fisher,260
 Gabriel Byrne,261
Winona Ryder,261
 Samantha Mathis,261
 Trini Alvarado,261
Liesel Matthews,262
 Eleanor Bron,262
 Liam Cunningham,262
 Rusty Schwimmer,262
 Vladimir Vega,263
Crissy Rock,263
 Mauricio Venegas,263
 Sandie Lavelle,263
Emmanuelle Béart,264
 François Cluzet,264
 Nathalie Cardone,264
 André Wilms,264
 Mario Iván Martínez,265
 Regina Torné,265
 Lumi Cavazos,265
Marco Leonardi,265
Brad Pitt,266
 Anthony Hopkins,266
 Aidan Quinn,266
 Julia Ormond,266
 Joseph Blaire,267
 Scott Bigelow,267
 Michael Ironside,267
Damon Wayans,267
Tim Roth,268
 Edward Furlong,268
 Moira Kelly,268
 Vanessa Redgrave,268
Angel Aviles,269
 Jacob Vargas,269
 Seidy Lopez,269
 Devine,269
 Annette Bening,270
Warren Beatty,270
 Garry Shandling,270
 Katharine Hepburn,270
Jessica Lange,271
 Cuba Gooding Jr.,271
 David Strathairn,271
 Halle Berry,271
 Charlotte Curley,272
 Amanda Donohoe,272
Rupert Graves,272
 Helen Mirren,272
 Tom Hulce,273
 Helena Bonham Carter,273
Robert De Niro,273
 Kenneth Branagh,273
 George Wendt,274
 Farrah Fawcett,274
 Jonathan Taylor Thomas,274
Chevy Chase,274
 Anthony LaPaglia,275
 Robert Klein,275
 Madeline Kahn,275
Steve Martin,275
 Malcolm McDowell,276
 Ed Harris,276
 Michael Patrick Carter,276
Melanie Griffith,276
 J.T. Walsh,277
 Dylan McDermott,277
 Elizabeth Perkins,277
Richard Attenborough,277
Sarah Jessica Parker,278
 Gil Bellows,278
 Antonio Banderas,278
 Mia Farrow,278
 Ivette Reina,279
 Rafael Cortes,279
 Amelia Zapata,279
Edward James Olmos,279
Christian Slater,280
 Gary Oldman,280
 Kevin Bacon,280
 Embeth Davidtz,280
 Jessica Tandy,281
 Bruce Willis,281
 Melanie Griffith,281
Paul Newman,281
 Natasha Richardson,282
 Liam Neeson,282
 Richard Libertini,282
Jodie Foster,282
Shar-Ron Corley,283
 Gwen McGee,283
 Gabriel Casseus,283
 Saul Stein,283
 Keith Allen,285
 Elizabeth Hurley,285
 Anita Dobson,285
Craig Fairbrass,285
 Paul Rhys,287
 Michael O'Keefe,287
 Cristi Conaway,287
Laura San Giacomo,287
 Tom Sizemore,288
 Juliette Lewis,288
 Rodney Dangerfield,288
Woody Harrelson,288
 Bonnie Hunt,289
 Robert Downey Jr.,289
 Joaquim de Almeida,289
Marisa Tomei,289
 Mamaengaroa Kerr-Bell,290
 Temuera Morrison,290
 Julian Arahanga,290
Rena Owen,290
 Belinda Bauer,291
 Xander Berkeley,291
 Johnathon Schaech,291
Alyssa Milano,291
Dustin Hoffman,292
 Rene Russo,292
 Morgan Freeman,292
 Kevin Spacey,292
 Natalie Portman,293
 Danny Aiello,293
Jean Reno,293
 Gary Oldman,293
Marisa Tomei,294
 Anjelica Huston,294
 Alfred Molina,294
 Chazz Palminteri,294
William Baldwin,295
 Erika Eleniak,295
 Sadie Frost,295
 John Leguizamo,295
Tim Roth,296
 Laura Lovelace,296
 John Travolta,296
 Samuel L. Jackson,296
 Tom Wilkinson,299
 Robert Carlyle,299
 Cathy Tyson,299
Linus Roache,299
John Turturro,300
 Ralph Fiennes,300
 Rob Morrow,300
 Paul Scofield,300
 Akira Takayama,301
 Cary-Hiroyuki Tagawa,301
 Tamlyn Tomita,301
Yûki Kudô,301
Isabelle Adjani,302
 Vincent Perez,302
 Daniel Auteuil,302
 Jean-Hugues Anglade,302
 Russell Crowe,303
 Gene Hackman,303
 Leonardo DiCaprio,303
Sharon Stone,303
 D.B. Sweeney,304
 Julianne Moore,304
 Ellen Burstyn,304
Peter Falk,304
 Sophia Loren,305
 Jean-Pierre Cassel,305
 Kim Basinger,305
Marcello Mastroianni,305
Irène Jacob,306
 Jean-Pierre Lorit,306
 Frédérique Feder,306
 Jean-Louis Trintignant,306
Juliette Binoche,307
 Florence Pernel,307
 Benoît Régent,307
 Charlotte Véry,307
 Jerzy Stuhr,308
 Janusz Gajos,308
 Julie Delpy,308
Zbigniew Zamachowski,308
 Yang Gao,309
 Gang Wu,309
 Xiaorui Zhao,309
Jing Ning,309
 Laura San Giacomo,312
 Vincent D'Onofrio,312
 Shirley Knight,312
Al Franken,312
Jack Palance,313
 Howard McGillin,313
 Michelle Nicastro,313
 Liz Callaway,313
 Pat Slowey,314
 Dave Duffy,314
 Declan Hannigan,314
Jeni Courtney,314
Sylvester Stallone,315
 James Woods,315
 Sharon Stone,315
 Rod Steiger,315
Kurt Russell,316
 Jaye Davidson,316
 James Spader,316
 Viveca Lindfors,316
Tim Allen,317
 Wendy Crewson,317
 Judge Reinhold,317
 Eric Lloyd,317
 William Sadler,318
 Bob Gunton,318
 Morgan Freeman,318
Tim Robbins,318
 Christopher Eccleston,319
 Ewan McGregor,319
 Ken Stott,319
Kerry Fox,319
 Mel Harris,320
 Sab Shimono,320
 Dina Merrill,320
Dennis Haysbert,320
Jorge Perugorría,321
 Francisco Gattorno,321
 Vladimir Cruz,321
 Mirta Ibarra,321
 Benicio Del Toro,322
 Michelle Forbes,322
 Frank Whaley,322
Kevin Spacey,322
Jack Thompson,324
 Russell Crowe,324
 John Polson,324
 Deborah Kennedy,324
 Tommy Chong,325
 Valerie Mahaffey,325
 Lawrence Dane,325
Matt Frewer,325
 Ben Niu,326
 Wu Jiang,326
 Li Gong,326
You Ge,326
Lori Petty,327
 Don Harvey,327
 Naomi Watts,327
 Ice-T,327
John Kassir,328
 Jada Pinkett Smith,328
 William Sadler,328
 Billy Zane,328
Patrick Stewart,329
 Brent Spiner,329
 Jonathan Frakes,329
 LeVar Burton,329
 Samuel Monroe Jr.,330
 De'aundre Bonds,330
 Joe Torry,330
Clarence Williams III,330
 Tim Dutton,331
 Miranda Richardson,331
 Rosemary Harris,331
Willem Dafoe,331
Christopher Reeve,332
 Michael Paré,332
 Kirstie Alley,332
 Linda Kozlowski,332
Chris Farley,333
 Bo Derek,333
 David Spade,333
 Brian Dennehy,333
 Lynn Cohen,334
 George Gaynes,334
 Jerry Mayer,334
Phoebe Brand,334
 Alison Elliott,335
 William Fichtner,335
 Adam Trese,335
Peter Gallagher,335
Allen Payne,336
 Vonte Sweet,336
 Joe Morton,336
 Eddie Griffin,336
 Mary Steenburgen,337
 Leonardo DiCaprio,337
 Juliette Lewis,337
Johnny Depp,337
Denzel Washington,338
 Stephen Spinella,338
 Kelly Lynch,338
 Russell Crowe,338
Sandra Bullock,339
 Bill Pullman,339
 Peter Gallagher,339
 Peter Boyle,339
 Kevin Costner,340
